Application Name,Application IDs,Reference
DisasterTech DICE,7df3e67b-ed62-48e9-a950-c95bd7ebce80,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Luware Nimbus for Microsoft Teams,7e1fc6b3-90a7-4a98-a766-5627193e95bc,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft Azure Container Apps - Control Plane,7e3bc4fd-85a3-4192-b177-5b8bfc87f42c,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Federated Profile Service,7e468355-e4db-46a9-8289-8d414c89c43c,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Intune DiagnosticService,7f0d9978-eb2a-4974-88bd-f22a3006fe17,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Export to data lake,7f15f9d9-cad0-44f1-bbba-d36650e07765,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Global Administrator - Elevate Access,7f59a773-2eaf-429c-a059-50fc5bb28b44,[PowerShell Gallery AccessToken_utils.ps1 0.6.4](https://www.powershellgallery.com/packages/AADInternals/0.6.4/Content/AccessToken_utils.ps1)
Streamline,7f6565a7-45e4-4bba-94d4-bac64886ed83,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Kadence,7f89bd86-5355-4c43-b680-929fb7329478,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft.EventHubs,80369ed6-5f11-4dd9-bef3-692475845e77,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
email-texting,806359be-da23-4538-80bb-baa82107ec2d,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft.ServiceBus,80a10ef9-8168-493d-abf9-3297c4ef6e3c,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Protection Center,80ccca67-54bd-44ab-8625-4b79c4dc7775,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Billing,80dbdb39-4f33-4799-8b6f-711b5e3e61b6,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Azure AD Identity Governance - Entitlement Management,810dcf14-1858-4bf2-8134-4c369fa3235b,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Cortana Runtime Service,81473081-50b9-469a-b9d8-303109583ecb,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
yuccaHR,815a5165-fd61-44b8-be99-6301f780bd68,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Okta APAC,81a69dcc-7a02-46af-8b97-883f4621117d,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Passport 360,81daf623-cac2-4861-a939-19fdbde90b4d,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Checklist as a Service,8221944c-ce54-485c-a13f-4206648ac3ff,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
EventGrid Data API,823c0a78-5de0-4445-a7f5-c2f42d7dc89b,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft Teams Wiki Images Migration,823dfde0-1b9a-415a-a35a-1ad34e16dd44,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Moneypenny,8277a51c-3ad6-446c-9b7e-e3f6e27257c1,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
DailyBot,82bfb2e1-cad3-4e99-8995-5d140f295ef2,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Meeting Migration Service,82f45fb0-18b4-4d68-8bed-9e44909e3890,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
ViewPoint,8338dec2-e1b3-48f7-8438-20c30a534458,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Azure Lab Services Portal,835b2a73-6e10-4aa5-a979-21dfda45231c,[Verify first-party Microsoft applications in sign-in reports - Active Directory Microsoft Learn](https://learn.microsoft.com/en-us/troubleshoot/azure/active-directory/verify-first-party-apps-sign-in)
Pling by IntraActive,83797eec-6657-4fda-a566-d1ac05bfe874,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Unified Contacts,83ff0fe1-a544-4390-bd72-3aaaa040db7e,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Windows Azure Service Management API,84070985-06ea-473d-82fe-eb82b4011c9d,[PowerShell Gallery AccessToken_utils.ps1 0.6.4](https://www.powershellgallery.com/packages/AADInternals/0.6.4/Content/AccessToken_utils.ps1)
Microsoft Stream Mobile Native,844cca35-0656-46ce-b636-13f48b0eecbd,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
BrainStorm,84927bad-d8a3-4cdf-9d5d-e226aca7aad5,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Azure API Management,8602e328-9b72-4f2d-a4ae-1387d013a2b3,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Quadra Visitorz,86458973-657f-4072-8e6a-f1baf684c62f,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Azure Spring Cloud Marketplace Integration,86adf623-eea3-4453-9f4a-18134ac1410d,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
OfficeTogether,86f76b8b-3355-4e40-a55a-8463a407a327,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft Information Protection Sync Service,870c4f2e-85b6-4d43-bdda-6ed9a579b725,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft Power BI,871c010f-5e61-4fb1-83ac-98610a7e9110,[Verify first-party Microsoft applications in sign-in reports - Active Directory Microsoft Learn](https://learn.microsoft.com/en-us/troubleshoot/azure/active-directory/verify-first-party-apps-sign-in)
Outlook Web App Widgets,87223343-80b1-4097-be13-2332ffa1d666,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft Teams - Device Admin Agent,87749df4-7ccf-48f8-aa87-704bad0e0e16,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Azure Cognitive Search,880da380-985e-4198-81b9-e05b1cc53158,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Remind,88546d4f-9973-4716-98e4-cd181c04bc2d,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
SharePoint Notification Service,88884730-8181-4d82-9ce2-7d5a7cc7b81e,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Business Central to Common Data Service,88c57617-94ff-4043-a396-8a85a8d38922,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft Parature Dynamics CRM,8909aac3-be91-470c-8a0b-ff09d669af91,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Azure Healthcare APIs Resource Provider,894b1496-c6e0-4001-b69c-81b327564ca4,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
PA PEOPLE,894d2c27-987c-4426-ab25-b0d6ea4bd0d6,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
check.it,898cccfe-ed44-4140-ad2f-c5dd98a12820,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
gauge.it,898cccfe-ed44-4140-ad2f-c5dd98a12820,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Office365 Shell WCSS-Client,89bee1f7-5e6e-4d8a-9f3d-ecd601259da7,[Verify first-party Microsoft applications in sign-in reports - Active Directory Microsoft Learn](https://learn.microsoft.com/en-us/troubleshoot/azure/active-directory/verify-first-party-apps-sign-in)
Azure Iot Hub,89d10474-74af-4874-99a7-c23c2f643083,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Smart Connect for Jira,89d5ca9f-d63b-4885-bd30-6e7433c1540c,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Zoho Desk,8a35e217-58cf-4eab-b2b4-384260d3d7f3,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Teams Application Gateway,8a753eec-59bc-4c6a-be91-6bf7bfe0bcdf,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Vendict,8ab99247-f591-45f0-a704-1f40b98b5a73,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
MIP Exchange Solutions - ODB,8adc51cc-7477-49a4-be4e-263946b4d561,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
qChange Leadership Experience,8ade4647-a577-47a6-963b-2b17a894f34a,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft Device Management EMM API,8ae6a0b1-a07f-4ec9-927a-afb8d39da81c,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
O365 Secure Score,8b3391f4-af01-4ee8-b4ea-9871b2499735,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
PowerAI,8b62382d-110e-4db8-83a6-c7e8ee84296a,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
DELTAoverC,8b893db3-8c29-4983-b905-ee0b3daa6a46,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
DeploymentScheduler,8bbf8725-b3ca-4468-a217-7c8da873186e,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
ResourceHealthRP,8bdebf23-c0fe-4187-a378-717ad86f6a53,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
e2e-assure,8bdf3437-e038-4a93-abdc-00461630f6c3,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
M365 Pillar Diagnostics Service API,8bea2130-23a1-4c09-acfb-637a9fb7c157,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
My Profile,8c59ead7-d703-4a27-9e55-c96a0054c8d2,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Power Query Online GCC-L5,8c8fbf21-0ef3-4f60-81cf-0df811ff5d16,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft Policy Insights Provider Data Plane,8cae6e77-e04e-42ce-b5cb-50d82bce26b1,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Priority Matrix Government,8cbdb27d-6b59-402d-a9c0-a588cfb4030c,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Priority Matrix HIPAA,8cbdb27d-6b59-402d-a9c0-a588cfb4030c,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Verifier,8cf0fbc9-28f7-4bfb-94db-237b049fcbf7,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
officeatwork - Verifier for Office,8cf0fbc9-28f7-4bfb-94db-237b049fcbf7,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Admin Center,8cf0fbc9-28f7-4bfb-94db-237b049fcbf7,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft Office Licensing Service,8d3a7d3c-c034-4f19-a2ef-8412952a9671,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Voicero,8d812966-f462-47cc-b7ef-6cdcbea8f94c,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft Azure Signup Portal,8e0e8db5-b713-4e91-98e6-470fed0aa4c2,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft Teams Targeting Application,8e14e873-35ba-4720-b787-0bed94370b17,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Windows Azure Security Resource Provider,8edd93e1-2103-40b4-bd70-6e34e586362d,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft Threat Protection,8ee8fdad-f234-4243-8f3b-15c294843740,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
BitFractal,8f261936-59e1-44b3-8234-a746c5e4eab7,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
EDU Assignments,8f348934-64be-4bb2-bc16-c54c96789f43,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft Device Directory Service,8f41dc7c-542c-4bdd-8eb3-e60543f607ca,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
MyCheckins,8f43fc50-571c-4eab-b6ea-675d55e1755e,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft.SMIT,8fca0a66-c008-4564-a876-ab3ae0fd5cff,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Sway,905fcf26-4eb7-48a0-9ff0-8dcc7194b5ba,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
AADRM,90f610bf-206d-4950-b61d-37fa6fd1b224,[PowerShell Gallery AccessToken_utils.ps1 0.6.4](https://www.powershellgallery.com/packages/AADInternals/0.6.4/Content/AccessToken_utils.ps1)
Dynamics Lifecycle services,913c6de4-2a4a-4a61-a9ce-945d2b2ce2e0,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
EcoMatcher,915f5e4f-89d9-4469-8450-fac533326fcd,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
asmcontainerimagescanner,918d0db8-4a38-4938-93c1-9313bdfe0272,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Azure HDInsight Service,9191c4da-09fe-49d9-a5f1-d41cbe92ad95,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
One Outlook Web,9199bf20-a13f-4107-85dc-02114787ef48,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft.Relay,91bb937c-29c2-4275-982f-9465f0caf03d,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Groupies Web Service,925eb0d0-da50-4604-a19f-bd8de9147958,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
ComplianceWorkbenchApp,92876b03-76a3-4da8-ad6a-0511ffdf8647,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Afdx Resource Provider,92b61450-2139-4e4a-a0cc-898eced7a779,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
smenso Cloud,931e8ac8-5d36-469b-8d95-938856b206ca,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Aimful,93544582-de9c-42a0-baa5-df3d25e9bd48,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft password reset service,93625bc8-bfe2-437a-97e0-3d0060024faa,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Power Query Online GCC-L2,939fe80f-2eef-464f-b0cf-705d254a2cf2,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
FinTech Studios,93b14320-d9b5-4876-b621-172af4d36985,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Delayed Send,93b661be-66e3-4468-b802-64bb952f1471,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Power Platform Global Discovery Service,93bd1aa4-c66b-4587-838c-ffc3174b5f13,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Office Online Add-in SSO,93d53678-613d-4013-afc1-62e9e444a0a5,[Verify first-party Microsoft applications in sign-in reports - Active Directory Microsoft Learn](https://learn.microsoft.com/en-us/troubleshoot/azure/active-directory/verify-first-party-apps-sign-in)
Meru19 First Party App,93efed00-6552-4119-833a-422b297199f9,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
CC4Teams,9430520a-241f-4a00-b041-56aa8bbc9cc9,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Customer Service Trial PVA,944861d3-5975-4f8b-afd4-3422c0b1b6ce,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Media Analysis and Transformation Service,944f0bd1-117b-4b1c-af26-804ed95e767e,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Office Delve,94c63fef-13a3-47bc-8074-75af8c65887a,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Grytics Companion,94efdec0-aa15-42e4-b45a-cd6437be5752,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Core Strengths,95316b85-f9a1-4025-8883-af25638923da,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft_Azure_Support,959678cf-d004-4c22-82a6-d2ce549a58b8,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Foxit PDF Editor,959a79dd-69d0-4d05-b9a8-b9f02e28c049,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
"Foxit PDF Editor for Microsoft Word, Excel, and PowerPoint",959a79dd-69d0-4d05-b9a8-b9f02e28c049,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
SkillScape,95a2eca4-fb4b-4488-8ba8-6bacf3812c76,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft Whiteboard Services,95de633a-083e-42f5-b444-a4295d8e9314,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
MicrosoftAzureRedisCache,96231a05-34ce-4eb4-aa6a-70759cbb5e83,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Cursum,962ef41c-0088-4cf2-b8ac-df68a8111022,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Dynamics 365 AI for Customer Service Bot,96ff4394-9197-43aa-b393-6a41652e21f8,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
Microsoft Teams AuditService,978877ea-b2d6-458b-80c7-05df932f3723,[Azure App IDs Security and Compliance - All Apps - Microsoft 365 App Certification Microsoft Learn](https://learn.microsoft.com/en-us/microsoft-365-app-certification/azure/azure-apps)
